0,long night ever ugh
0,mi momacita win let go bf ball game gdr
0,mom say get new phone immediately mobile pay
0,new car steal want go pose church
0,hang girl day moro hope
0,movie time sunday rat plan tomorrow guess mean work two presentation
0,pavel tonight tigersfan
0,cool night
1,oh thank
1,please
0,probably gun get soon since one talkin
0,really want sabina pull win amp lose like
0,rip david wedding
1,rise good back xmas special yay damn half year away
0,sannesias aww neighbor need watch mean girl
0,whats status next weekend
0,sorry ex overdose daily dose haterade
0,thank definition throw-in editor review entry decide publish
1,thank need help get
1,explain lot
1,go heather sequel winona ever good fuck
0,tell drink rx give porter amp ob stout bring home neighbor sad
1,trade sweet buy new bath suit weave
1,true highly subjective sombre actually favorite character book get rishabh
0,guy know
0,much
0,watch get sad miss hub
0,stand pour rain sit top world summer suck
0,go get dog vet stitch ear charge still bleed like waterfall everytime move
0,picture feel naked
0,train go manchester sunday go concert
0,must people picky mean hour work dice
0,twitter soon become obsolete
1,wide awake
1,yeah awful weather last week stink kristin come moe say maybe take
0,hi strange hello frank lampard fine ourself strange gay
0,always one
0,shit suck
0,panel guess back normal life
1,start
0,brighten bad day never win anything
0,boyle dint win mh well diversity good though congrats
0,
1,believe enough
1,good time
0,graduate
0,vandal paint swastika home author gay lesbian church story naples daily news
0,unknown error occur uh oh phone fail far
0,expert home predict eagle go giant go
1,know hungry let go outside balcony eat
0,want bad drive mad
1,men uk female internet entrepreneur know start grow business next woman
1,truth hide eye passmore decode
0,try turn tv get head get feel inside win admit literally feel
0,well truth miss coldly
0,tear today last day kid go summer break dad tomorrow sigh
0,unsure annoy
0,via design gallery exhibition postcard mailer go extinct via
0,beautifulylost
0,cry go miss harry potter come leave vietnam july th go cry
1,hum say shut amp put money mouth head reality cheer twitter world
1,sigh cant love someone love back like stalker status get divorce amp amp move trinity
0,go back bed look around see reason awake atm little
1,right goodnight tri nenna malcolm chaise fly love much
1,trip ill even chaise die laughter
0,want soo bad
0,watch tv bed shop mom trent hopefully need best friend
0,weird encounter many homeless creep walk home tonight awesome really
0,rain truck race
0,feel bad
0,feel pain happiness time confuse
1,hot chico best
0,shirt panty cellulite
0,turn back north due body line miss design council design tech transfer event
0,everything hard
0,buenos good bye good night
1,beach day scoop still phone
0,let fun give ya give ya
0,want move
1,amaze night day amp night hi twit miss guy
1,canaveral national seashore
1,progress production department uprise thats priority get head nod beat reach
1,taylorrhicks enjoy chicago new venue always cool shine everywhere go know time everyone
0,train crash dc
1,thestreetforce
1,make smile
1,first day week get watch nancy grace
1,woody woodpecker seville great wish ch
1,happy stay around drexel fabulous university proud yeah
0,happen angel demon lion tiger bear
0,well sure minimize impact lol
1,call die bolton arm leg wait manner
1,saw ur mum
1,get fat ass nai
1,see three external monitor one laptop win rc
1,casebook com topic marker cool cool maybe send cool
1,want start morning late new york californian even good
1,lol luv find
1,make fettucini garlic bread
1,tell say happy day
0,go work last year pant ironically last day work job ml
1,tell would sweep aha
0,many gr science cartoon
0,edinburgh fringe week away need monies btw elliott blame twitter intrusion
0,dint come school short stack thing still need
0,one latter store
0,think le chance hero stay orlando gonna go blame though
0,mud make beautiful plc cry
0,fat kid
1,server backup experience problem please let know sorry delay
1,yes lol luv like gentle breeze blow
0,se correa mi joseph se vale
1,future rookie nec holler
1,hope cheese burger limbo
1,awesome
1,nothing kind everything sort
1,pick flower teacher jealous want flower without hospital get
1,think talk sea na ira ma aten security chain strong weak link
0,couture account suspend lol single lady dance need watch
0,know sell though
1,watch
1,thank hop pretty nervous though
0,get aim talk miss
1,follower
1,tell ya grocery store good blast oldie sugar ray make
0,washout convoy make want keep kosher rookie catholic amp pork loin fridge
0,home neither good
1,bitch good wake early go la opera kay
0,immune dentist drill etc bother gum lift surgery next week tho week
0,tone still awake
0,hat bebop app
1,congrats thai like oldie use say thai much kam ka
1,chill twitter via spank new blackberry unlimited internet
1,give inch love night
1,maybe pop tweet quite active twitter
1,shame woman mamma mia horny since men island
1,thank let know go check eureka late knowledge
0,refer
1,hey ok tell oh sorry lol
1,happy day
1,know sharepoint write intern know
0,miss much already
0,practise feel
0,miss love jamie
0,fuck
0,head feel like bowl ball
0,heart hurt badly
0,keep crash try load budgie plane
0,current headset deathbed dad give week back
0,mood currently blah sit park lot
1,happy
0,
0,everyone go home everyone even cm
0,feed
0,fuck fuck fuck
0,feel today make matter bad super nasty rainy outside yuck
0,aww want aiden davis win sum dint
0,bed time
1,fatal dia para world draw day
0,friend like thank fake
1,aha omg stay steely amp mow lawn love still amp amp go tan soon
0,think bf cheat
1,wanna play camera settle play iv heart monitor
0,want onto drive
0,want display pretty bolton upside get two pretty voltrons
0,want find way put photo phone bluetooth phone computer work
0,effort bring best content add lease hour release digital rapture soon hang tight
0,response happen today
0,right hurt
0,kinda really kinda
0,let moment silence childhood home sadly replace never go back
1,lol hilarious
1,man oh man punch head ok
1,friend get ur friend friend shit could weekend alight coop crew
0,man worth tear one win make cry
0,rain rain go away
0,storm scary
1,beautiful satisfy day bargain shop love
0,tell girl clock lol
1,thank god today friday love ti ti
0,batt internet connection die guess back mobile
1,thrill work morning
1,break dance heart short stack kington love song
0,ww apple com phone th
0,apple phone card maybe tomorrow guess help tweet huh forget
0,unsure hassle music
0,exhaust
0,want ben amp jerry cake batter please ugh
1,life lazy
0,wish ella somebody
1,ish good mood talk
0,think go go long drive get pacific ocean open car door throw pc ocean
0,hell bbc
0,
0,dont like weekend uhuru
0,get right away
1,make nice twice
1,love life atm brilliant xd
1,else happy mood
1,bye everyone
0,lonely night
0,blue work
0,gee feel pain
0,miss summertime daley
0,computer ill lol fuck goin portugal
1,far good
1,today great day
0,ugh
0,
1,lot lot lot lot lot lot lot lot lot lot lot lot
0,aww want aiden davis win sum dint
0,curtain drop crown uptown ye
0,eh must leave new mexico soon
0,fail math know slow
0,long oh report sound like leadership still consider library cut consider tax increase
0,fuck sake thing never work
0,go town today netball match cancel
0,hop see baby girl
0,even know
0,lose member family
0,sick bedtime battle
0,cold morning chill
0,
0,tonight go book bad stych result show
0,shop
0,poor lil mousey enjoy sunny day think feel bad big gnarly rat though del standard yep
0,epic sad face
0,magazine story break heart dentist office today
1,tiger wood via
0,wanna go meet wifey six
0,wonder feel like feel good though good happy inspire tweet ya lata
1,yippee yay let gather hay love find way boy gonna stay add master holy way way
0,one realize deep go
0,body air france crash find via
0,story life whole bunch brownie
0,noo friend twitter make sad someone follow
0,want hear guess ask much
1,hard work chica know mii bos lady look seriously lol
0,really like condition suck
0,orlando lose series oh well maybe phoenix boston cleveland team like make next year
0,rhinitis suck
1,thank best dawg
0,mad sad right play terrible today soccer basketball
0,mustache man desperate
0,face miss zero tonight
0,know huh bout cry thank marco much
0,angry
1,praise god beautiful day
0,sry matt hear
0,fuck
0,bye world
0,couldnt even one fairytale night
0,work pottercast lupin willow come near fail
0,cell phone screen dead soo text know call fuck
0,sickness strike say strike ohh well day school guess
0,nobody like year one review read disappoint maybe like since expect much
0,must say
0,old dead go
0,go minute please please please
1,love guess ring mmyeahh
1,chance boo
1,thank much suggestion nice look good
0,aww really hate
0,bad day
0,bad day damn kind ticket sale
0,boston globe could shut day
0,bye guy ma miss ya soo soo much worry back monday awesome weekend peace
0,follower sad lose hope pressure
0,could bless da mic bra music day
0,cry cry cry
0,kn day
0,goodnight
0,grandma sick well go emergency room
1,wonderful day god great
0,go shed tear car go home tonight like seriously
0,soo sad point night cuddle jonathan like year
0,hate forever
1,pas exam today
0,miss
0,still feel like douchebag
1,want write song think
1,always think time estimate use value pi rule exception pi square rule
1,creativity via twitter
1,tease wanna hear track
0,never answer
1,travesty student safety roughplaces
0,day haven pick yet kind want incessantly bother
1,ml
1,gotta love blip fm john mayer trio california dream hear conan
1,case need help
1,sure love lol
1,karl lagerfeld twitter profile lol heart first pic
0,long cab say heartbroken understatement good luck everything amaze ian
0,break twitter
0,club must come sheffield sometime amp party really probably atm tech conference con etc
1,avtar figure people either
0,fulfil life ambition go jonas concert go hmv new album already sell
1,happen movie anyway like hollywood forget rough time public want see
0,yell pick apple store food
1,whoop credit due rb
1,exit cessna
0,cat kitten die day old rip ming
0,week palm pre come centro die temp phone contact transfer yet
1,chicken nugget double cheeseburger large fry lemonade dinner may ask hate body
0,hr da phone lol dude hilarious
1,th tweet breakfast everything babel toast cream cheese ice cap relish
0,gb video unload tube dam sony vega make big
0,new footwear label norm definition never refer document write
0,big angry spider crawl blanket flick floor cant sleep
1,bless sunday everyone
0,couple year sickness pile one day
1,dog rid bicycle
0,fly land green chile stew never big kill bug asshole ask go appetite
1,problem share buck pas
0,get handshake meet vibe suck
1,¹à¹ hitch
0,jonah whats tweet sharon
0,alice beat scooby doo board game
1,quite tire wait till brushwood
0,anyone advice cope break
0,arrgghh line communication temporarily suspend
1,awake ready day
1,nasty studio woman go sleep
0,understand
0,car inspect today gonna cost dollar
0,
0,everything wrong
0,exercise build muscle mass thing speed metabolism
1,feel ok first time day thank
1,find new way text yes
0,friend die horrible
1,go paddle moz
1,good nite hope grandma visit dream tonight last night uplift miss
1,goodbassplayer funny filip hope people bring good thing start early week
0,best
0,hungover crave chocolate omg funny pub last night lol
0,dont want leave whole summer
0,hope everyone church go concert peace wed dont worry rush back church visit
0,spill last jordan cereal floor distraught
0,miss family friend
0,see miss nectar suck dirty talk
0,want freak puppy cute little black yorkshire terrier
0,want orissa back
0,glad diversity get stavros
1,tell ya yummy decide go hunt blender drink know good one
0,nucella
0,rely serious go thru notebook
1,listen new fav band amor
0,environmental study drive mental
0,always see bit amp piece shotts see whole movie end soo sad gonna cry
1,another day paradise
0,find bone chicken nugget cool
0,like say back still fuck hurt go complain like one business
1,love
0,aunty dog get put dog aswell
0,head feel like go explode mm horrendous image mess
0,head kill mee
0,name amy mm three eye swell cannon see must stupid must bad
0,picture kris armada go forever comment mysapce
0,confirm miss air france flight crash atlantic
0,space comment go cause someone hack onto account keep abuse others delete
0,school soon wait celebrate stress till
1,pop movie amp chill bite get inn call text
1,swim
0,miss air france plane follow best air news source
0,ai read til sunday suck
0,crap night look forward cheer never mind
0,ah postman didn package goon rest day
1,ahh school monday ready
1,ahh dizzy mr rogers indeed best
0,airport express rock enough allow wireless scan canon pizza mx otherwise wireless goodness
0,alistair friend kitchen want cup tea dammit
0,day play
0,dress bicycle monday nite ride henderson ky
0,want ma arm want arm
0,friend go haley katie camp paris moss land anna moss bore
0,light yeesshh nightmare come week cannon wait graduate
1,small thing
0,non rosten post make sad mean know see others word sad
0,allison dint win
0,almost time leave
0,already get sleepy really want get psych quiz tonight
1,always nice thing wake yay gosh typical lame overanalyzing teenager mao nice nap
1,excite
1,feel happy
1,feed pig
0,lose mind cause wanna see tc tv right min fu want see candygirls daisy dammit
0,sad say didn get result today somehow school forget mail result typical ugh
1,alarm clock device wake people small
0,mend break heart
0,think felt really sick depress school today cut stress glad get chest
0,start get confident tear
1,antron reedcourty operaunite com observer content home sch alternate va
0,another min
0,another early day
0,another day weekend get spend dad
1,another friday night rock band
0,anticipate tough day ahead
0,anyone know ghostbusters region free get copy britain
1,million make difference help believe come believe amp leave believe god
0,ove
0,wrong wit
0,allergic nose itchy eye burn hope get good soon
0,keep come box
0,another expensive weekend trip vet
0,party tonight hella bore home seem like everyone busy hammer
0,chilli prawn make pain good
0,beloved diabetic dwarf hamster die hand morning creature worthy love
0,dd pinky fun
0,farrah fawcett die cancer abc news via
0,feel hopeless useless
0,forget lunch home
0,general motor sell summer
1,good morning great day
0,goodnight
0,good night must prepare tomorrow meet
0,great bore moment idea miss bodie damn
1,lully day
1,hot
1,hmm
0,five guy location close visit em inside edition em rat patrol
0,actually cry sore throat
0,feel irresponsible sort horrible marshmallow unless otherwise state gelatin fuck
0,miss worry
0,need think something else first
0,want julian win
1,iowa happy yea
0,jus get bad news
1,get home
0,mean
1,saw sink whole video kerrang ive see load much good tv
0,limp birkin rollin
0,love save empty
0,camera break
1,mom funny person ever
0,leave
0,naval french open back go andy roddick
0,beat check playhouse baltimore weekend well feel quite rest bite sort
0,nothing
0,ok talk boyfriend stuff tomorrow mao talk real soon woo ilysfm doodle xx
1,pie seem quite good appetite
0,server problem motivate change host provider though
0,shake head
0,shock loss spark bummer great game shock many injury start season rematch monday
0,asshole get hold email sign spam mail ugh non stop anyone spam blocker
0,someone say ast least pretty thank pretty get nowhere much integrity
0,space people get really angry answer right away ja
0,never get photo comment space
1,nhl penguin red wing final red wing lead series stats star visit
0,ticket germany mile cyrus tour
0,photo shoot rain oh well back post
1,young take miss cumin year since die dont ashamed faith
0,rip charles world one le fine fellow
0,usl paley talk even depress could get ticket oh well
1,amaze bjorn bachelorette
0,bore
0,much good weekend
1,thank
0,hotel know either favorite people
0,thelovelybones plan judge
0,year million hunger relate cause
0,ticketsandpassports mao nerd think cool guy like anima
0,whose day may happy god love tlc waterfall
0,today good day guess lay around house undies bad
0,go maggie day party come home without phone feel lose really confuse thats booze talk
0,rb get australian release date
0,grandma tell think stupid well hey thank
1,
1,
0,necklace rather usual want
1,
0,
1,
0,signal detect garden
0,
1,
1,pic want tell cause get
1,expression watch
0,beach ball fail
1,freelance writer braille porn stunt double hand model palmolive dishwashing liquid
1,love care know elf
0,rain supertramp
1,must people insist talk stupid politics comment bubblegum pop song sorry get
0,alone
0,apparently new build gm mean likely minute issue gm
0,archie annoy morning say hog bed night win get shower little black kettle self
0,ok
0,arch speaker macbook screw slowly die
1,simple get
0,chris brown honestly dont feel bad hanna anyways nd
0,last night
1,sweet lady say goodie sweet late lady say good morning crazy would never imagine yr ago
1,nursery wail end sleep soundly work morning shift trw gdr
1,random mention core deal almost twice much sense tie tv night
0,work fuck
0,work get load leave today noodle ruffle xx
0,attempt get people twitter cate talk fail
0,aw toy story come next year
1,awake finally random dream penguin live jersey oddly live icecream store lola
0,awesome
1,awesome black coffee anyone
1,aww great song picture burn
0,aww get homework
0,aww someone borrow without tell
0,aww derek work back make sandie little one
0,genetics towards gpa really suck get class
0,baby die last night day
0,baby girl upset need sew almost pm finally eat little dinner sigh
1,baby sit today shop tomorrow rue best ever
1,baby like favorite dessert get enough love eva
0,back cali miss itt
0,back pain
1,back basic
0,bad day day break glass rainy weather
0,bad night pen
0,bad time new mommy call newborn picture fit baby schedule matter hard try
1,bahahaha jodie burst kevin dance epic xd
0,bank account negative
1,ba one last time update status
1,baseball
0,bcd close guess nogai
0,bed gotta get early day bullshit summer
0,bed time
0,bed gary oh well goodnight people
1,day straight lol never sleep
0,afraid food eat disorder right
0,tell beautiful make tummy good
0,besides great graduation day final make high-school graduate moss word chapter close keep push forward
0,still phone lukas pa raw afternoon oh well survive day one day another day another destiny
1,nice day
1,summertime dj jazzy jeff fresh prince
0,phone commission
1,weather lush
0,thing good head may around lot weekend
1,third date go well move fourth
1,death awesome random comic certifiable sane
0,try enjoy ur family amp need anything anything love si brave amp know strong ur prayer
1,twilight
0,twitter wont let send reply today boo hoo
1,two day
0,ugh
0,uva baseball come boy
0,water work gonna start
0,well write missive post last night thing happen get delete tho
0,well guess know go break sometime
1,canadian proud
0,rain
0,
1,xd go day
1,yay star test week start school week school thursday maybe sf
1,live bed
1,
0,giveaway giveaway iphonegiveway squarespace squarespce tackle
1,free
1,smile
0,asleep gather thing dark burn finger leave spark
0,bbc news uk map climate change forecast picture paint alarm one
0,give care mess life
0,meteorologist predict chilly rainy midsummer news finland le fi thunder
1,nintendo di portable game system
1,promote site get front page place social medium
1,universe live conscious old care lot way drunvalo melchizedek
1,world make music people listen
1,diggs new share feature pollute twitter
0,angry mix motion soo frustrate
0,mood
1,exit buy ore hope everyone like ore
0,hug
0,send hug
0,tear
0,cry depress thank angel gonna find someone someday might actually treat well
0,way doctor duo even breakfast yet lol
0,sob must bed
0,wish summer jam
1,babby miss much
0,sunday
1,well gon stop idc shit faithful like point em moi
0,jonas bad come paraguay
1,jonas day
0,ugh anybody wanna come house cook mom leave work paint cook shit trust dem hoe
0,know
0,think lose spanish book
0,life complicate know god plan trust
0,oh well least suzumiya harsh yuutsu air
0,really good night guy hut
0,get cast keep look dance opportunity need exercise
0,grind around wet look see drop fall face drizzle around miss drop
0,forget bring new sharpe pen school today boo
0,omg cell happen year wwf get get bill pay
1,last gadget
0,horrible
0,ius one person make smile
0,tweetdeck kill hate
1,july flower july
0,last fm work
1,finally get twitter aha
1,think may connection paul rubens reason movie theater fl
0,saw early even comprehend couple feel really tragic
1,temperature pain still bad hop antibiotic kick soon thank ask
1,say sweet le day hi
1,would love see guy sometime grin aw rat maybe warm real fast lol
0,hope actually birthday get shot
0,signature rub mondayeyes bracelet least plenty autograph still sad day
1,
1,happen go anybody get arrest
1,know find replacement still pay win let hang
1,see guy dress banana totally make day phallic symbol
1,yep coz england game wednesday
1,boo blush
1,buyer ill jamarcuss
0,want buy sims sell wwf aha
1,paint gotta apologize know ugly
0,
0,yep thing way time selfish everything revolve around yep bitch great
0,wanna get rid twitter guy cool
0,try try hard seem get credit prob
0,wide awake dont actually wanna go school xx
0,dream beautiful
0,one roommate
0,give minute turn frown upside
0,cant even say word right
0,sad begin begin exam think begin
0,frustrate
0,feel shallow breath squeeze past fifty pound stone lay chest
0,find friend childhood pas away may rest peace
0,still office
1,
0,sniffle since dont get leave fuck house aw great power go get dark perfect
0,feel leave
0,sigh dint win contest stupid popularity contest many vote also really sad good feel
0,noo thing complicate spell wrong idc
0,noo thing complicate spell thy wrong idc
1,butterfly day jun
1,mean
0,jfk international airport
0,jonas couture suspend
0,moral court traffic ticket sleep aah
1,work hour today weekend wait long weekend begin gonna get thing sure
1,pray cold go head skunk spray yard
1,create realm light pure love command fold think speak love new world behold
1,music quiet sure massive hoax play alone
0,sell freeze banana today
0,car come either
0,disappear
0,oi tell low ticket price cant afford london cry
0,lol cat huge fan also think think hold sims
1,speak historian wwf incorporate twitter buzz upper middle class north
0,farrah fawcett star charlie angel die cancer
1,yes show suggest ought celebrity deathmatch
1,dear hyper chihuahua minute leave together drive
1,washington capital would one well
1,look feed twitpic selma soon cool name add end tok ra
1,yea really wanna see win daytona
1,great follow
1,aww sorry bae kno grind get swear need go buy artwork construction paper
0,hey long he/she yeah
1,nobody tell violent femmes cover snarl barkley tv dude
0,unfortunately come nj bookie gotta drive path
0,gig weekend cancel may temporary shut good still try find boo
1,start work warm fluffy fart tweet realize especially like far
1,news goole get twitterpated
0,mad
1,lol noo
0,play ur joint two song ago everyone studio feel
0,get excite conan
1,post amp warm wish enjoy ur day
1,welcome
1,thru miracle modern science bruce danny
0,stop talk stalk
0,please know nice night sleep even comfy bed even sleep bag would
1,try sex bing deactivate safe search go video porn site without lea
0,tool court th
0,meet tonight please tell story laker fan make miss show
1,thank
0,hope get good soon
0,saw
0,sleep late wonder mhm hype think leave country week amp day
0,one
0,ahh bloody five give away house sky subscription
0,upset lol
1,well praise lord god mood kno need work ma thigh amp dark cloud scar
0,send sweet wrong account although select right one
1,aw sweet leslie sweeting luv last night absolute fave
1,big pool aid smile face talkin boo
0,blow feel like qing
1,blow-dry hair
0,boo
1,bore nothing okay pretty shy girl
1,bore go powerpoint
0,bore nite damn guess good get use
0,boro let get tight
1,bosch graduation sara voice recital
1,breakfast family
1,britain get talent right good luck susan boyle
0,sum miss bb kris coast chat stupid responsibility
0,burn tongue hot chocolate downside
0,eat popcorn get good
0,want boyfriend summer
0,love aaron
0,brown nose tell super super beautiful say day sorry someone die
1,suddenly something happen write portuguese
0,first see mtv movie award thursday sad look forward thursday julia
0,join karenwild
0,canon overshoot serve well sorry leave car hot day mourn loss
0,cant afford see angel demon watch free
0,get motivate might sunday cry club
0,cant get auckland watch jb movie soo gutter suppose wait till release
0,log computer work ack get lot guru today anyone help
0,make label til computer fix fix computer make money make money unless sell soap gdr
0,sleep suck egg bacon suppose get early
0,sleep damn miserable soo itchy please help sleep go cry
1,wait hill finale tonight
1,wait weekend saturday
0,carrie bad eye infection wait hear vet see find anything
0,ca revise french oral fuck
1,certification test morning feel much good one today
1,change name ambergirl aha couture name match background
1,chill niggahz haley dylan
1,chocolate cake delicious strawberry yummy yummy
1,church matt good think go churchill
1,city tonight mae
0,cnt even use single twitter app
0,cold despite heater weirdly though actually cold today
0,come bitch
0,come party
1,come manchester england id love meet fun germany beautiful love xx
1,come home stretch fit yay
0,computer temperamental moment
1,congrats al new state senator elect democrat mark healey
1,content make pac let see long last
1,cooky first time
0,could night bad
0,could find
0,cramp drug good
0,crap day tat get crater
0,credit card bill ow wallet
0,dad come back amp ask go anger till thu gonna go back amp forth banter anger poor
0,dad get turn power cairo
0,dammit sleep day
0,damn get someone right damn guess sleep tone text
0,damn still haven sleep look think royalty beat city council
0,damn dint make time border close drive hr side state make ti mexico sniff sniff tire
0,damn lose three follower get close fifty help
0,damn something wrong
0,dan win birthday
0,darn city want leave
1,def studio ur jus gunn get lyric shrug
0,definately bedtime
0,definately miss train sh fuck
0,depress day
0,devastate silly phone delete jailbreak stuff thats apps
0,get go see oh well end go dinner blase bridget
0,didn get much sleep co flip neighbour gdr time work
0,didn get car scheme tonight sad get look like complete begin boot
0,didn go last night fell asleep suck literally
1,didn time update busy enjoy love make sleep clothe amp eat bbc weather miss
0,didn think netball coz rain get one take magee go annoy
0,didn win twitter contest boo
0,dinar lose roland garros satin hard
1,dinner bath workout run
1,diplomatic expect remember ur birthday never look old via
0,disappoint
0,anybody know statistic homework start nobody answer email business study
0,know get fir tattoo
0,dont feel good post
1,forget vote today
0,ignore smell sizzle skin sit sun
0,dont know whats wrong
0,like end night argue hut imf stupid home improvement crap
0,wanna go work
1,tweetwrath think coin new word twitter dictionary
0,guy fun last night hope get text pub quizzage tomorrow
0,know miss someone bitch brussels tram metro bad customer service lack quorn etc
0,class answer work road nola hungry eat
1,funny fact town population follow tumble
1,gonna miss really gonna year might end visit aussie land wish
0,guess end love affair music
1,take lunch today
0,busy see london even boy
0,never twitter anymore
1,mao
1,twitter maintenance friday night really haven listen think wo
1,exe er ppt talk er text leafy pot plant
0,trent rector quit twitter via
0,would love meet make plan already get another opportunity soon
1,lovely compliment much
1,thankyou
0,update sb fly th st correction dead female land complete chp amp coroner handle nfd brian humphrey
0,stew ma still together happy lol happy kristen happy
0,oh good link
0,front black would get white one black look sleek amp white
0,full voice control make want phone charge fortune contract til april
0,dat tell em suck ur dyck always make feel good
1,awesome th quarter lady great game
0,mess mind
1,quite opposite
1,night thank call
0,make wanna cry
1,know difference like say long time long time
1,thank genuinely grateful
1,pretty much look like candy floss machine today
1,poster look like tumble phone look interest fold content
0,dont wanna leave ny today
0,dont worry amigo still hang
0,chip
0,download one movie yesterday problem think deserve
0,drive lizzie airport say good bye lizzie
1,dt tonight dt tomorrow day amp night beauty
0,dude almost shock lesson learn never get outta shower think electricity win hate ur
0,eat steak feel good much good miss lady though
0,eat last fizz fizz
0,ecl day try cram organic chemistry back head final tomorrow ugh
0,bitch dunkin don'ts
1,elise melanie ship
0,ellie text say go read text speak fly
0,emotional
0,everton get beat final cup cheap oh well least get final play well
0,everton oh well lol
0,fuck day
0,one talk msn go offline win able talk till tomorrow feel lonely
1,often catch reflection amp think one cool th today one day
0,time leave room miss bubo send msg go side happen day universe exit
0,everyone drink
0,everyone die borderline su
0,exam help
0,expensive car repair
1,explore twitter
0,amp ing red wing
0,fail inspection know pas wo oven wo anti tip bracket sell oven bad tax
0,fail everything give
1,famed michigan bookstore close door
0,family go back home take horse rid oh gonna bore day
0,farrah fawcett die cancer
0,fuck
0,feel kick french open
0,feel pessimistic
0,feel little sad
0,feel sad leave dubai
0,feel reality set know beyond point still want follow dream scar
0,feel bad cali poor thing
0,female model torture prince
0,ferret much cool fish
1,field trip today leave
1,finally home bout nape get ready college tomorrow ugh soo excite
0,finally manage check euromillions result million afraid oh well gotta win
0,find hollywood video frequent model ing fact close cancel account much super cheap dad
0,hope fun lisa jillian replacement lol busy get drink lol
0,miss emma call tomorrow reduce number tomorrow pls phobia lol seriously
1,ppl catch crab
1,light bite punch mission san francisco gin mexican liqueur seem apt name
1,super emo stupid stuff rn sg make feel good
0,bullen lose lead
1,amp anyone else say something
0,mean best religion thing follow right way
0,bow raid dunn back inn speedy recovery mate
1,yeahuhh
0,bad day ever bos space work finally late night photo shoot flat
0,call cheeseburger make sad
0,dint win first award nominate oh well tie nomination
0,say crush commie sad rip commie
0,well none get alive would like stay wish people would stop kill
0,boston day boo roll summer already
0,sorry get carry away gossip another note pas hippo birdie amp big koala hug kris oxo
0,office know hard believe people want employ
1,mao
0,hi ur back amp ur next mk go need really good hug friend liam give ok
0,lose group thats good thing follower
0,guardian uk student report kill crackdown violent clash
0,badly one know get far
1,say flicker mac would install yes user focus design go explode colostomy bag
0,cheer emo kid
1,lovatt come
0,next day
1,happy sunday
0,dinner regret pop pill
0,month bed already fail see
0,day haven take mi amor kinda stubborn come bf call bugaboo type
0,hear jon kate couple steer clear reality show say
1,cnaa national softball champion husky
0,nd item arrive still wait show arm web page
0,finish paper sh
1,first day always good wish dentist give hour though
0,one cant talk love imf marcus
0,fact didn get work
0,forget bl today check see game want buy oh well maybe tomorrow
0,find mosquito bite tend get really swell red distract caffeine
1,find way make private foot foot
0,four fake people add people like twitter
0,frank hero sexy vegetarian
0,french lose
0,fuck man hate work suck
0,fuck
0,fuck money run amp job
0,fuck ugly person
1,fuck mom
